Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Mexico,MEX,1999,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,6110.361328125
Mexico,MEX,1998,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,12929.955078125
Mexico,MEX,1997,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,8398.869140625
Mexico,MEX,1996,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-2364.72265625
Mexico,MEX,1995,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-8268.701171875
Mexico,MEX,1994,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-5065.51953125
Mexico,MEX,1993,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-7561.67578125
Mexico,MEX,1992,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-26216.66015625
Mexico,MEX,1991,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-26103.107421875
Mexico,MEX,1990,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-19790.22265625
Mexico,MEX,1989,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,38341.26109375
Mexico,MEX,1988,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,43785.685046875
Mexico,MEX,1987,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,33506.837390625
Mexico,MEX,1986,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,37839.305203125
Mexico,MEX,1985,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,33260.858359375
Mexico,MEX,1984,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,38814.50953125
Mexico,MEX,1983,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,27791.130484375
Mexico,MEX,1982,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,38937.793390625
Mexico,MEX,1981,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,22082.9545625
Mexico,MEX,1980,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,27421.193515625
Mexico,MEX,1979,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,32265.45965625
Mexico,MEX,1978,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,20959.397046875
Mexico,MEX,1977,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,19818.43978125
Mexico,MEX,1976,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,15598.62409375
Mexico,MEX,1975,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,17727.167203125
Mexico,MEX,1974,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,16981.057554687
Mexico,MEX,1973,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,13380.114875
Mexico,MEX,1972,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,12340.722414062
Mexico,MEX,1971,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,11781.614679687
Mexico,MEX,1970,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,8109.19354531202
Mexico,MEX,2012,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-38.5646144076142
Mexico,MEX,2011,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-38.5646144076142
Mexico,MEX,2010,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-38.5646144076142
Mexico,MEX,2009,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,17.8446255812923
Mexico,MEX,2008,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-3.9254578997504
Mexico,MEX,2007,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-8.09498832390805
Mexico,MEX,2006,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,21.7320507719083
Mexico,MEX,2005,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,60.8881567048097
Mexico,MEX,2004,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-55.0975385753156
Mexico,MEX,2003,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,41.1603844870759
Mexico,MEX,2002,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-20.3702084815453
Mexico,MEX,2001,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-44.3197621373076
Mexico,MEX,2000,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,29.4837901277738
Mexico,MEX,1999,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-0.374147404129421
Mexico,MEX,1998,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,256.372011141524
Mexico,MEX,1997,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,4.47265915457862
Mexico,MEX,1996,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,26.7187242513033
Mexico,MEX,1995,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,11.932152058489
Mexico,MEX,1994,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,12.6084007572378
Mexico,MEX,1993,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,20.1084685830731
Mexico,MEX,1992,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,1.30928982833534
Mexico,MEX,1991,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,25.6393665167465
Mexico,MEX,2019,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,653869.995117188
Mexico,MEX,2018,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,654250
Mexico,MEX,2017,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,671599.975585938
Mexico,MEX,2016,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,674000
Mexico,MEX,2015,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,667049.987792969
Mexico,MEX,2014,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,649409.973144531
Mexico,MEX,2013,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,658479.98046875
Mexico,MEX,2012,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,672119.995117188
Mexico,MEX,2011,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,662969.970703125
Mexico,MEX,2010,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,642909.973144531
Mexico,MEX,2009,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,625070.007324219
Mexico,MEX,2008,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,634570.007324219
Mexico,MEX,2007,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,630469.970703125
Mexico,MEX,2006,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,618010.009765625
Mexico,MEX,2005,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,597109.985351563
Mexico,MEX,2004,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,574619.995117188
Mexico,MEX,2003,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,562960.021972656
Mexico,MEX,2002,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,539090.026855469
Mexico,MEX,2001,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,530799.987792969
Mexico,MEX,2000,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,530239.990234375
Mexico,MEX,1999,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,503029.998779297
Mexico,MEX,1998,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,513919.982910156
Mexico,MEX,1997,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,488980.010986328
Mexico,MEX,1996,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,466070.007324219
Mexico,MEX,1995,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,446880.004882813
Mexico,MEX,1994,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,467339.996337891
Mexico,MEX,1993,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,440750
Mexico,MEX,1992,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,423429.992675781
Mexico,MEX,1991,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,420500
Mexico,MEX,1990,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,401750
Mexico,MEX,2012,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,34.2555064160691
Mexico,MEX,2011,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,32.1177666414045
Mexico,MEX,2010,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,30.1981393493876
Mexico,MEX,2009,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,31.3080521691367
Mexico,MEX,2008,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,30.3585207615275
Mexico,MEX,2007,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,30.7937520800827
Mexico,MEX,2006,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,29.9476767244151
Mexico,MEX,2005,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,29.7799243640132
Mexico,MEX,2004,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,14.9021325504903
Mexico,MEX,2003,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,21.761505217575
Mexico,MEX,2002,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,14.8797912022928
Mexico,MEX,2001,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,10.8892945318619
Mexico,MEX,2000,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,16.6626186464211
Mexico,MEX,1999,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,12.0805821669659
Mexico,MEX,1998,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,40.1035618625254
Mexico,MEX,1997,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,9.1035568438167
Mexico,MEX,1996,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,7.82218500732832
Mexico,MEX,1995,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,4.41366932724332
Mexico,MEX,1994,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,5.27667675359649
Mexico,MEX,1993,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,1.61287474424316
Mexico,MEX,1992,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,0.100094906209036
Mexico,MEX,1991,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,2.2306961948596
Mexico,MEX,2010,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,8485
Mexico,MEX,2008,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,8796.9
Mexico,MEX,2005,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,7058.9
Mexico,MEX,2000,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,3347.3
Mexico,MEX,1990,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,1595.3
Mexico,MEX,2019,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,60710
Mexico,MEX,2018,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,60000
Mexico,MEX,2017,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,59360
Mexico,MEX,2016,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,58420
Mexico,MEX,2015,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,57830
Mexico,MEX,2014,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,56900
Mexico,MEX,2013,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,56360
Mexico,MEX,2012,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,55610
Mexico,MEX,2011,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,57460
Mexico,MEX,2010,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,56470
Mexico,MEX,2009,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,56130
Mexico,MEX,2008,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,55350
Mexico,MEX,2007,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,54830
Mexico,MEX,2006,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,54320
Mexico,MEX,2005,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,54260
Mexico,MEX,2004,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,54240
Mexico,MEX,2003,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,54830
Mexico,MEX,2002,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,54480
Mexico,MEX,2001,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,53210
Mexico,MEX,2000,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,53150
Mexico,MEX,1999,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,52650
Mexico,MEX,1998,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,54070
Mexico,MEX,1997,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,53410
Mexico,MEX,1996,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,52840
Mexico,MEX,1995,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,54380
Mexico,MEX,1994,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,55070
Mexico,MEX,1993,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,55220
Mexico,MEX,1992,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,54070
Mexico,MEX,1991,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,55010
Mexico,MEX,1990,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,55430
Mexico,MEX,2008,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,41.3090529143966
Mexico,MEX,2007,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,46.0214873258352
Mexico,MEX,2006,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,48.2544194723283
Mexico,MEX,2005,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,49.963167587477
Mexico,MEX,2004,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,50.8770284213488
Mexico,MEX,2003,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,50.9146624570526
Mexico,MEX,2002,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,51.8906562529765
Mexico,MEX,2001,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,51.1683815751515
Mexico,MEX,2000,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,50.508410149197
Mexico,MEX,1999,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,51.1413307430792
Mexico,MEX,1998,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,50.4996731110488
Mexico,MEX,1997,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,50.8957499523537
Mexico,MEX,1996,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,52.4831148192292
Mexico,MEX,1995,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,56.4987012987013
Mexico,MEX,1994,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,57.8041356145691
Mexico,MEX,1993,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,58.3227714406422
Mexico,MEX,1992,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,62.2639336711193
Mexico,MEX,1991,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,62.9405034324943
Mexico,MEX,1990,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,63.8594470046083
Mexico,MEX,1989,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,54.4572800209567
Mexico,MEX,1988,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,53.224882353544
Mexico,MEX,1987,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,52.7427564611288
Mexico,MEX,1986,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,53.8425177781339
Mexico,MEX,1985,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,52.3121647083495
Mexico,MEX,1984,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,50.9801692256647
Mexico,MEX,1983,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,49.6091547773489
Mexico,MEX,1982,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,47.579943840121
Mexico,MEX,1981,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,50.3617338228033
Mexico,MEX,1980,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,51.3609098810069
Mexico,MEX,1979,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,53.0891976117357
Mexico,MEX,1978,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,54.3774977596136
Mexico,MEX,1977,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,57.7482834526003
Mexico,MEX,1976,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,56.5471516143416
Mexico,MEX,1975,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,56.7052883848275
Mexico,MEX,1974,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,56.3645498039544
Mexico,MEX,1973,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,58.1575824319309
Mexico,MEX,1972,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,58.2168126411578
Mexico,MEX,1971,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,57.6335911806752
Mexico,MEX,1970,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,58.9263137234769
Mexico,MEX,2019,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,32360
Mexico,MEX,2018,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,32760
Mexico,MEX,2017,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,32570
Mexico,MEX,2016,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,36050
Mexico,MEX,2015,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,37190
Mexico,MEX,2014,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,39560
Mexico,MEX,2013,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,40550
Mexico,MEX,2012,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,40840
Mexico,MEX,2011,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,39550
Mexico,MEX,2010,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,39530
Mexico,MEX,2009,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,39620
Mexico,MEX,2008,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,41060
Mexico,MEX,2007,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,41730
Mexico,MEX,2006,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,42760
Mexico,MEX,2005,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,41920
Mexico,MEX,2004,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,41800
Mexico,MEX,2003,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,41050
Mexico,MEX,2002,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,37990
Mexico,MEX,2001,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,37160
Mexico,MEX,2000,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,37190
Mexico,MEX,1999,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,35660
Mexico,MEX,1998,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,36180
Mexico,MEX,1997,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,35880
Mexico,MEX,1996,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,33730
Mexico,MEX,1995,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,31960
Mexico,MEX,1994,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,31950
Mexico,MEX,1993,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,31590
Mexico,MEX,1992,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,31040
Mexico,MEX,1991,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,31230
Mexico,MEX,1990,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,30180
Mexico,MEX,2008,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,38.7193074110008
Mexico,MEX,2007,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,32.8185328185328
Mexico,MEX,2006,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,30.665363773652
Mexico,MEX,2005,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,30.2578268876611
Mexico,MEX,2004,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,30.2035456336179
Mexico,MEX,2003,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,31.2192404122945
Mexico,MEX,2002,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,30.4600438136965
Mexico,MEX,2001,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,31.7338205596692
Mexico,MEX,2000,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,33.089423168298
Mexico,MEX,1999,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,33.0451675570665
Mexico,MEX,1998,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,35.0144765106939
Mexico,MEX,1997,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,34.2481417953116
Mexico,MEX,1996,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,31.9527214938419
Mexico,MEX,1995,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,27.761038961039
Mexico,MEX,1994,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,26.9339771176656
Mexico,MEX,1993,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,26.9117025771018
Mexico,MEX,1992,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,28.3394748963611
Mexico,MEX,1991,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,28.4210526315789
Mexico,MEX,1990,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,28.1566820276498
Mexico,MEX,1989,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,28.7396565030023
Mexico,MEX,1988,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,29.5146607373666
